"curve_set","species_qc","nfi_species","region_ecologique","subregion_ecologique","type_ecologique","n_trees","n_observations","b1","b2","b3","pseudo_r2","equation_used","raw_pdf_row"
"IQSstation","PET","POPU.TRE","3d","","MJ25","23","441","27.87430","0.03677","1.34733","0.88","CR","PET 3d  MJ25 23 441 27,87430 0,03677 1,34733 0,88 CR"
"IQSstation","PET","POPU.TRE","4a","","MS22","33","735","26.51480","0.03854","1.42072","0.91","CR","PET 4a  MS22 33 735 26,51480 0,03854 1,42072 0,91 CR"
"IQSstation","PET","POPU.TRE","4c","","MJ22","25","564","28.14354","0.01908","0.92001","0.97","CR","PET 4c  MJ22 25 564 28,14354 0,01908 0,92001 0,97 CR"
"IQSstation","PET","POPU.TRE","4c","","MS22","25","570","28.64305","0.02305","1.08748","0.95","CR","PET 4c  MS22 25 570 28,64305 0,02305 1,08748 0,95 CR"
"IQSstation","PET","POPU.TRE","4e","","MS21","21","402","23.37658","0.00836","1.41965","0.96","WE","PET 4e  MS21 21 402 23,37658 0,00836 1,41965 0,96 WE"
"IQSstation","PET","POPU.TRE","4f","","MS12","24","513","25.10267","0.03596","1.25582","0.90","CR","PET 4f  MS12 24 513 25,10267 0,03596 1,25582 0,90 CR"
"IQSstation","PET","POPU.TRE","4f","","MS22","21","461","26.36487","0.03426","1.32852","0.93","CR","PET 4f  MS22 21 461 26,36487 0,03426 1,32852 0,93 CR"
"IQSstation","PET","POPU.TRE","4f","","MS62","16","319","22.86207","0.03943","1.20866","0.95","CR","PET 4f  MS62 16 319 22,86207 0,03943 1,20866 0,95 CR"
"IQSstation","PET","POPU.TRE","4h","","MS23","24","446","22.15686","0.01376","1.34446","0.86","WE","PET 4h  MS23 24 446 22,15686 0,01376 1,34446 0,86 WE"
"IQSstation","PET","POPU.TRE","5a","","ME13","25","596","26.30209","0.00536","1.38632","0.93","WE","PET 5a  ME13 25 596 26,30209 0,00536 1,38632 0,93 WE"
"IQSstation","PET","POPU.TRE","5a","","MS23","29","626","22.44680","0.00894","1.38449","0.95","WE","PET 5a  MS23 29 626 22,44680 0,00894 1,38449 0,95 WE"
"IQSstation","PET","POPU.TRE","5a","","MS26","25","578","24.43104","0.00817","1.39913","0.95","WE","PET 5a  MS26 25 578 24,43104 0,00817 1,39913 0,95 WE"
"IQSstation","PET","POPU.TRE","5b","","MS22","25","513","23.21148","0.03828","1.29654","0.95","CR","PET 5b  MS22 25 513 23,21148 0,03828 1,29654 0,95 CR"
"IQSstation","PET","POPU.TRE","5c","","MS12","25","510","23.74636","0.02860","1.11771","0.93","CR","PET 5c  MS12 25 510 23,74636 0,02860 1,11771 0,93 CR"
"IQSstation","PET","POPU.TRE","5c","","MS22","35","769","25.61989","0.02747","1.15349","0.92","CR","PET 5c  MS22 35 769 25,61989 0,02747 1,15349 0,92 CR"
"IQSstation","PET","POPU.TRE","5d","","MS12","25","494","22.33088","0.01597","1.18447","0.89","WE","PET 5d  MS12 25 494 22,33088 0,01597 1,18447 0,89 WE"
"IQSstation","PET","POPU.TRE","5d","","MS22","30","626","21.43048","0.01131","1.32491","0.94","WE","PET 5d  MS22 30 626 21,43048 0,01131 1,32491 0,94 WE"
"IQSstation","PET","POPU.TRE","5d","","RS22","25","502","20.54119","0.00952","1.31714","0.89","WE","PET 5d  RS22 25 502 20,54119 0,00952 1,31714 0,89 WE"
"IQSstation","PET","POPU.TRE","5g","","MS22","25","563","24.93284","0.04252","1.51180","0.92","CR","PET 5g  MS22 25 563 24,93284 0,04252 1,51180 0,92 CR"
"IQSstation","PET","POPU.TRE","5h","","MS23","29","608","25.69018","0.02604","1.08576","0.92","CR","PET 5h  MS23 29 608 25,69018 0,02604 1,08576 0,92 CR"
"IQSstation","PET","POPU.TRE","5i","","RS23","25","490","21.03062","0.04282","1.41284","0.92","CR","PET 5i  RS23 25 490 21,03062 0,04282 1,41284 0,92 CR"
"IQSstation","PET","POPU.TRE","6a","","ME13","28","605","32.41964","0.00976","1.08500","0.89","WE","PET 6a  ME13 28 605 32,41964 0,00976 1,08500 0,89 WE"
"IQSstation","PET","POPU.TRE","6a","","ME16","21","460","25.98542","0.01427","1.09229","0.98","WE","PET 6a  ME16 21 460 25,98542 0,01427 1,09229 0,98 WE"
"IQSstation","PET","POPU.TRE","6e","","MS22","25","584","25.59942","0.02673","1.20109","0.98","CR","PET 6e  MS22 25 584 25,59942 0,02673 1,20109 0,98 CR"
"IQSstation","PET","POPU.TRE","6e","","RS22","23","475","21.92486","0.02829","1.17316","0.94","CR","PET 6e  RS22 23 475 21,92486 0,02829 1,17316 0,94 CR"
"IQSstation","PIB","PINU.STR","3a","","RP12","18","515","58.17277","0.00694","1.11987","0.97","CR","PIB 3a  RP12 18 515 58,17277 0,00694 1,11987 0,97 CR"
"IQSstation","PIB","PINU.STR","3b","","RP11","25","559","0.30069","","","0.92","LIN","PIB 3b  RP11 25 559 0,30069 NA NA 0,92 LIN(5)"
"IQSstation","PIG","PINU.BAN","4b","","RE21","30","579","20.05496","0.03587","1.24843","0.94","CR","PIG 4b  RE21 30 579 20,05496 0,03587 1,24843 0,94 CR"
"IQSstation","PIG","PINU.BAN","4c","","RE21","30","629","22.76771","0.02786","1.12261","0.94","CR","PIG 4c  RE21 30 629 22,76771 0,02786 1,12261 0,94 CR"
"IQSstation","PIG","PINU.BAN","4c","","RE22","25","516","21.51524","0.02962","1.23419","0.96","CR","PIG 4c  RE22 25 516 21,51524 0,02962 1,23419 0,96 CR"
"IQSstation","PIG","PINU.BAN","4e","","RE21","30","555","21.07402","0.03409","1.22641","0.96","CR","PIG 4e  RE21 30 555 21,07402 0,03409 1,22641 0,96 CR"
"IQSstation","PIG","PINU.BAN","5b","","RE21","56","1034","17.84689","0.01147","1.28656","0.92","WE","PIG 5b  RE21 56 1034 17,84689 0,01147 1,28656 0,92 WE"
"IQSstation","PIG","PINU.BAN","5b","","RE22","40","746","19.13909","0.01091","1.26849","0.95","WE","PIG 5b  RE22 40 746 19,13909 0,01091 1,26849 0,95 WE"
"IQSstation","PIG","PINU.BAN","5b","","RE25","15","259","17.46282","0.01333","1.18969","0.91","WE","PIG 5b  RE25 15 259 17,46282 0,01333 1,18969 0,91 WE"
"IQSstation","PIG","PINU.BAN","5b","","RS22","19","384","19.79691","0.00929","1.33743","0.96","WE","PIG 5b  RS22 19 384 19,79691 0,00929 1,33743 0,96 WE"
"IQSstation","PIG","PINU.BAN","5c","","RE20","28","477","17.12706","0.00765","1.30207","0.90","WE","PIG 5c  RE20 28 477 17,12706 0,00765 1,30207 0,90 WE"
"IQSstation","PIG","PINU.BAN","5c","","RE21","30","583","18.81247","0.01102","1.27705","0.95","WE","PIG 5c  RE21 30 583 18,81247 0,01102 1,27705 0,95 WE"
"IQSstation","PIG","PINU.BAN","5c","","RE22","38","740","21.41229","0.01286","1.14291","0.88","WE","PIG 5c  RE22 38 740 21,41229 0,01286 1,14291 0,88 WE"
"IQSstation","PIG","PINU.BAN","5c","","RS22","22","496","21.63953","0.01025","1.18193","0.97","WE","PIG 5c  RS22 22 496 21,63953 0,01025 1,18193 0,97 WE"
"IQSstation","PIG","PINU.BAN","5d","","RE20","29","536","20.88623","0.02556","1.20421","0.91","CR","PIG 5d  RE20 29 536 20,88623 0,02556 1,20421 0,91 CR"
"IQSstation","PIG","PINU.BAN","5d","","RE21","25","508","19.81012","0.03504","1.46652","0.93","CR","PIG 5d  RE21 25 508 19,81012 0,03504 1,46652 0,93 CR"
"IQSstation","PIG","PINU.BAN","5d","","RE22","24","428","20.25322","0.02262","1.12449","0.90","CR","PIG 5d  RE22 24 428 20,25322 0,02262 1,12449 0,90 CR"
"IQSstation","PIG","PINU.BAN","5g","","RE21","36","632","17.90947","0.01200","1.21280","0.78","WE","PIG 5g  RE21 36 632 17,90947 0,01200 1,21280 0,78 WE"
"IQSstation","PIG","PINU.BAN","6a","","RE21","28","506","17.07253","0.01427","1.23081","0.96","WE","PIG 6a  RE21 28 506 17,07253 0,01427 1,23081 0,96 WE"
"IQSstation","PIG","PINU.BAN","6a","","RE22","25","415","15.32953","0.01408","1.21478","0.94","WE","PIG 6a  RE22 25 415 15,32953 0,01408 1,21478 0,94 WE"
"IQSstation","PIG","PINU.BAN","6c","","RE21","31","535","16.76433","0.00937","1.26844","0.91","WE","PIG 6c  RE21 31 535 16,76433 0,00937 1,26844 0,91 WE"
"IQSstation","PIG","PINU.BAN","6c","","RE22","19","356","17.59308","0.00744","1.35950","0.92","WE","PIG 6c  RE22 19 356 17,59308 0,00744 1,35950 0,92 WE"
"IQSstation","PIG","PINU.BAN","6c","","RE24","25","451","16.43571","0.00648","1.38193","0.94","WE","PIG 6c  RE24 25 451 16,43571 0,00648 1,38193 0,94 WE"
"IQSstation","PIG","PINU.BAN","6d","","RE11","25","383","14.18287","0.03524","1.53278","0.96","CR","PIG 6d  RE11 25 383 14,18287 0,03524 1,53278 0,96 CR"
"IQSstation","PIG","PINU.BAN","6d","","RE12","25","407","15.26379","0.03180","1.44286","0.93","CR","PIG 6d  RE12 25 407 15,26379 0,03180 1,44286 0,93 CR"
"IQSstation","PIG","PINU.BAN","6d","","RE21","25","400","14.32242","0.03863","1.33398","0.96","CR","PIG 6d  RE21 25 400 14,32242 0,03863 1,33398 0,96 CR"
"IQSstation","PIG","PINU.BAN","6d","","RE22","25","411","15.40996","0.03192","1.23961","0.95","CR","PIG 6d  RE22 25 411 15,40996 0,03192 1,23961 0,95 CR"
"IQSstation","PIG","PINU.BAN","6e","","RE21","34","575","16.31011","0.03570","1.41931","0.92","CR","PIG 6e  RE21 34 575 16,31011 0,03570 1,41931 0,92 CR"
"IQSstation","PIG","PINU.BAN","6e","","RE22","34","618","17.31970","0.03339","1.29597","0.95","CR","PIG 6e  RE22 34 618 17,31970 0,03339 1,29597 0,95 CR"
"IQSstation","PIG","PINU.BAN","6f","","RE21","24","378","16.08","136","0.02465","1.26841","CR","PIG 6f  RE21 24 378 16,08 136 0,02465 1,26841 0,97 CR"
"IQSstation","PIG","PINU.BAN","6g","","RE11","30","415","12.68486","0.00574","1.40326","0.97","WE","PIG 6g  RE11 30 415 12,68486 0,00574 1,40326 0,97 WE"
"IQSstation","PIG","PINU.BAN","6g","","RE12","25","323","12.48066","0.00784","1.33408","0.95","WE","PIG 6g  RE12 25 323 12,48066 0,00784 1,33408 0,95 WE"
"IQSstation","PIG","PINU.BAN","6g","","RE21","25","383","13.65472","0.00594","1.42171","0.96","WE","PIG 6g  RE21 25 383 13,65472 0,00594 1,42171 0,96 WE"
"IQSstation","PIG","PINU.BAN","6g","","RE22","30","394","11.24413","0.00742","1.40540","0.96","WE","PIG 6g  RE22 30 394 11,24413 0,00742 1,40540 0,96 WE"
"IQSstation","PIG","PINU.BAN","6h","","RE21","25","394","14.09642","0.01065","1.28183","0.95","WE","PIG 6h  RE21 25 394 14,09642 0,01065 1,28183 0,95 WE"
"IQSstation","PIG","PINU.BAN","6i","","RE21","25","419","15.91911","0.01472","1.18203","0.95","WE","PIG 6i  RE21 25 419 15,91911 0,01472 1,18203 0,95 WE"
"IQSstation","PIG","PINU.BAN","6k","","RE21","24","348","13.79917","0.01203","1.14810","0.88","WE","PIG 6k  RE21 24 348 13,79917 0,01203 1,14810 0,88 WE"
"IQSstation","PIG","PINU.BAN","6k","","RE22","28","388","11.75630","0.00903","1.31478","0.96","WE","PIG 6k  RE22 28 388 11,75630 0,00903 1,31478 0,96 WE"
"IQSstation","SAB","ABIE.BAL","2a","","MJ11","22","476","26.24700","0.00616","1.36566","0.92","WE","SAB 2a  MJ11 22 476 26,24700 0,00616 1,36566 0,92 WE"
"IQSstation","SAB","ABIE.BAL","2b","","MJ24","26","496","24.82606","0.00727","1.29801","0.90","WE","SAB 2b  MJ24 26 496 24,82606 0,00727 1,29801 0,90 WE"
"IQSstation","SAB","ABIE.BAL","2b","","MJ25","28","568","28.19216","0.00523","1.32952","0.90","WE","SAB 2b  MJ25 28 568 28,19216 0,00523 1,32952 0,90 WE"
"IQSstation","SAB","ABIE.BAL","2b","","RS54","20","389","26.43686","0.00493","1.34000","0.91","WE","SAB 2b  RS54 20 389 26,43686 0,00493 1,34000 0,91 WE"
"IQSstation","SAB","ABIE.BAL","2c","","MJ12","25","529","25.21340","0.00711","1.36661","0.94","WE","SAB 2c  MJ12 25 529 25,21340 0,00711 1,36661 0,94 WE"
"IQSstation","SAB","ABIE.BAL","2c","","MJ22","20","438","26.08310","0.00576","1.37148","0.90","WE","SAB 2c  MJ22 20 438 26,08310 0,00576 1,37148 0,90 WE"
"IQSstation","SAB","ABIE.BAL","3a","","MJ12","21","392","27.44418","0.02811","1.54763","0.94","CR","SAB 3a  MJ12 21 392 27,44418 0,02811 1,54763 0,94 CR"
"IQSstation","SAB","ABIE.BAL","3a","","MJ21","23","419","29.61338","0.02430","1.34036","0.87","CR","SAB 3a  MJ21 23 419 29,61338 0,02430 1,34036 0,87 CR"
"IQSstation","SAB","ABIE.BAL","3a","","MJ22","29","593","31.80427","0.02122","1.49372","0.91","CR","SAB 3a  MJ22 29 593 31,80427 0,02122 1,49372 0,91 CR"
"IQSstation","SAB","ABIE.BAL","3b","","MJ12","28","542","32.98271","0.00463","1.31229","0.92","WE","SAB 3b  MJ12 28 542 32,98271 0,00463 1,31229 0,92 WE"
"IQSstation","SAB","ABIE.BAL","3b","","MJ21","29","538","23.17058","0.00398","1.50592","0.89","WE","SAB 3b  MJ21 29 538 23,17058 0,00398 1,50592 0,89 WE"
"IQSstation","SAB","ABIE.BAL","3b","","MJ22","28","576","24.05524","0.00629","1.38914","0.95","WE","SAB 3b  MJ22 28 576 24,05524 0,00629 1,38914 0,95 WE"
"IQSstation","SAB","ABIE.BAL","3b","","RP11","16","264","22.36121","0.00742","1.31238","0.95","WE","SAB 3b  RP11 16 264 22,36121 0,00742 1,31238 0,95 WE"
"IQSstation","SAB","ABIE.BAL","3b","","RS10","22","360","86.02280","0.00285","1.05384","0.89","WE","SAB 3b  RS10 22 360 86,02280 0,00285 1,05384 0,89 WE"
"IQSstation","SAB","ABIE.BAL","3b","","RS12","27","457","31.52286","0.00529","1.23738","0.83","WE","SAB 3b  RS12 27 457 31,52286 0,00529 1,23738 0,83 WE"
"IQSstation","SAB","ABIE.BAL","3c","","MJ12","27","565","31.95904","0.02013","1.45114","0.90","CR","SAB 3c  MJ12 27 565 31,95904 0,02013 1,45114 0,90 CR"
"IQSstation","SAB","ABIE.BAL","3c","","MJ22","38","713","32.28342","0.01877","1.33753","0.90","CR","SAB 3c  MJ22 38 713 32,28342 0,01877 1,33753 0,90 CR"
"IQSstation","SAB","ABIE.BAL","3c","","MJ25","26","490","32.20860","0.02000","1.41312","0.95","CR","SAB 3c  MJ25 26 490 32,20860 0,02000 1,41312 0,95 CR"
"IQSstation","SAB","ABIE.BAL","3c","","RS52","29","496","30.53642","0.01470","1.21002","0.90","CR","SAB 3c  RS52 29 496 30,53642 0,01470 1,21002 0,90 CR"
"IQSstation","SAB","ABIE.BAL","3d","","MJ12","32","630","25.04676","0.00587","1.35238","0.92","WE","SAB 3d  MJ12 32 630 25,04676 0,00587 1,35238 0,92 WE"
"IQSstation","SAB","ABIE.BAL","3d","","MJ15","21","424","26.37790","0.00690","1.30032","0.83","WE","SAB 3d  MJ15 21 424 26,37790 0,00690 1,30032 0,83 WE"
"IQSstation","SAB","ABIE.BAL","3d","","MJ16","16","326","23.78698","0.00644","1.39764","0.89","WE","SAB 3d  MJ16 16 326 23,78698 0,00644 1,39764 0,89 WE"
"IQSstation","SAB","ABIE.BAL","3d","","MJ22","31","542","24.86477","0.00622","1.29224","0.90","WE","SAB 3d  MJ22 31 542 24,86477 0,00622 1,29224 0,90 WE"
"IQSstation","SAB","ABIE.BAL","3d","","MJ25","29","551","24.66915","0.00993","1.23819","0.84","WE","SAB 3d  MJ25 29 551 24,66915 0,00993 1,23819 0,84 WE"
"IQSstation","SAB","ABIE.BAL","3d","","RS55","25","430","26.01338","0.00668","1.22665","0.95","WE","SAB 3d  RS55 25 430 26,01338 0,00668 1,22665 0,95 WE"
"IQSstation","SAB","ABIE.BAL","4a","","MJ22","24","427","26.22030","0.00390","1.46309","0.82","WE","SAB 4a  MJ22 24 427 26,22030 0,00390 1,46309 0,82 WE"
"IQSstation","SAB","ABIE.BAL","4a","","MS22","29","500","25.17639","0.00759","1.31372","0.92","WE","SAB 4a  MS22 29 500 25,17639 0,00759 1,31372 0,92 WE"
"IQSstation","SAB","ABIE.BAL","4a","","MS26","25","462","27.72868","0.00734","1.25205","0.90","WE","SAB 4a  MS26 25 462 27,72868 0,00734 1,25205 0,90 WE"
"IQSstation","SAB","ABIE.BAL","4a","","RS22","20","333","25.85887","0.00617","1.28680","0.83","WE","SAB 4a  RS22 20 333 25,85887 0,00617 1,28680 0,83 WE"
"IQSstation","SAB","ABIE.BAL","4a","","RS25","34","558","28.32447","0.01012","1.11410","0.91","WE","SAB 4a  RS25 34 558 28,32447 0,01012 1,11410 0,91 WE"
"IQSstation","SAB","ABIE.BAL","4b","","RS12","25","378","28.57232","0.00399","1.32002","0.89","WE","SAB 4b  RS12 25 378 28,57232 0,00399 1,32002 0,89 WE"
"IQSstation","SAB","ABIE.BAL","4b","","RS21","30","461","21.06368","0.00845","1.24572","0.89","WE","SAB 4b  RS21 30 461 21,06368 0,00845 1,24572 0,89 WE"
"IQSstation","SAB","ABIE.BAL","4c","","MJ22","33","577","21.78297","0.00581","1.39583","0.91","WE","SAB 4c  MJ22 33 577 21,78297 0,00581 1,39583 0,91 WE"
"IQSstation","SAB","ABIE.BAL","4c","","MJ25","24","429","148.97094","0.00091","1.20167","0.91","WE","SAB 4c  MJ25 24 429 148,97094 0,00091 1,20167 0,91 WE"
"IQSstation","SAB","ABIE.BAL","4c","","MS22","40","668","29.82049","0.00736","1.21703","0.90","WE","SAB 4c  MS22 40 668 29,82049 0,00736 1,21703 0,90 WE"
"IQSstation","SAB","ABIE.BAL","4c","","MS25","25","412","25.29622","0.00701","1.30372","0.93","WE","SAB 4c  MS25 25 412 25,29622 0,00701 1,30372 0,93 WE"
"IQSstation","SAB","ABIE.BAL","4c","","RS22","18","302","26.29527","0.00778","1.18615","0.92","WE","SAB 4c  RS22 18 302 26,29527 0,00778 1,18615 0,92 WE"
"IQSstation","SAB","ABIE.BAL","4d","","MS12","32","547","19.94768","0.00292","1.59505","0.79","WE","SAB 4d  MS12 32 547 19,94768 0,00292 1,59505 0,79 WE"
"IQSstation","SAB","ABIE.BAL","4d","","MS22","31","488","19.16748","0.01162","1.25079","0.95","WE","SAB 4d  MS22 31 488 19,16748 0,01162 1,25079 0,95 WE"
"IQSstation","SAB","ABIE.BAL","4f","","FE32","22","397","23.60205","0.00902","1.27776","0.93","WE","SAB 4f  FE32 22 397 23,60205 0,00902 1,27776 0,93 WE"
"IQSstation","SAB","ABIE.BAL","4f","","MS12","84","1423","25.28190","0.00705","1.29867","0.91","WE","SAB 4f  MS12 84 1423 25,28190 0,00705 1,29867 0,91 WE"
"IQSstation","SAB","ABIE.BAL","4f","","MS15","43","753","25.17454","0.00561","1.37875","0.96","WE","SAB 4f  MS15 43 753 25,17454 0,00561 1,37875 0,96 WE"
"IQSstation","SAB","ABIE.BAL","4f","","MS22","27","481","28.58126","0.00671","1.22034","0.94","WE","SAB 4f  MS22 27 481 28,58126 0,00671 1,22034 0,94 WE"
"IQSstation","SAB","ABIE.BAL","4f","","RS12","27","437","34.76357","0.00549","1.13930","0.89","WE","SAB 4f  RS12 27 437 34,76357 0,00549 1,13930 0,89 WE"
"IQSstation","SAB","ABIE.BAL","4f","","RS15","18","321","34.85620","0.00514","1.19729","0.89","WE","SAB 4f  RS15 18 321 34,85620 0,00514 1,19729 0,89 WE"
"IQSstation","SAB","ABIE.BAL","4f","","RS52","26","430","38.02753","0.00577","1.12463","0.89","WE","SAB 4f  RS52 26 430 38,02753 0,00577 1,12463 0,89 WE"
"IQSstation","SAB","ABIE.BAL","4f","","RS55","17","282","60.15277","0.00428","1.07560","0.84","WE","SAB 4f  RS55 17 282 60,15277 0,00428 1,07560 0,84 WE"
"IQSstation","SAB","ABIE.BAL","4g","","MS13","24","470","27.40048","0.00588","1.26410","0.93","WE","SAB 4g  MS13 24 470 27,40048 0,00588 1,26410 0,93 WE SAB 4g  MS23"
"IQSstation","SAB","ABIE.BAL","4g","","RS16","27","484","29.06752","0.00441","1.25881","0.84","WE","SAB 4g  RS16 27 484 29,06752 0,00441 1,25881 0,84 WE"
"IQSstation","SAB","ABIE.BAL","4h","","MS13","27","483","22.05902","0.00977","1.24470","0.93","WE","SAB 4h  MS13 27 483 22,05902 0,00977 1,24470 0,93 WE"
"IQSstation","SAB","ABIE.BAL","4h","","MS23","18","313","25.97092","0.00516","1.25775","0.80","WE","SAB 4h  MS23 18 313 25,97092 0,00516 1,25775 0,80 WE"
"IQSstation","SAB","ABIE.BAL","4h","","MS26","22","353","27.60244","0.00487","1.23695","0.92","WE","SAB 4h  MS26 22 353 27,60244 0,00487 1,23695 0,92 WE"
"IQSstation","SAB","ABIE.BAL","5a","","MS23","31","594","29.23955","0.02455","1.35917","0.89","CR","SAB 5a  MS23 31 594 29,23955 0,02455 1,35917 0,89 CR"
"IQSstation","SAB","ABIE.BAL","5a","","MS26","25","485","29.77946","0.02257","1.39372","0.96","CR","SAB 5a  MS26 25 485 29,77946 0,02257 1,39372 0,96 CR"
"IQSstation","SAB","ABIE.BAL","5b","","MS22","48","835","24.84198","0.01141","1.18206","0.89","WE","SAB 5b  MS22 48 835 24,84198 0,01141 1,18206 0,89 WE"
"IQSstation","SAB","ABIE.BAL","5b","","RS22","29","451","20.21602","0.00846","1.27205","0.89","WE","SAB 5b  RS22 29 451 20,21602 0,00846 1,27205 0,89 WE"
"IQSstation","SAB","ABIE.BAL","5c","","MS22","29","482","36.89541","0.00506","1.20144","0.85","WE","SAB 5c  MS22 29 482 36,89541 0,00506 1,20144 0,85 WE"
"IQSstation","SAB","ABIE.BAL","5c","","RS22","26","389","85.15931","0.00398","0.93464","0.84","WE","SAB 5c  RS22 26 389 85,15931 0,00398 0,93464 0,84 WE"
"IQSstation","SAB","ABIE.BAL","5d","","MS12","35","592","28.02341","0.00790","1.22370","0.89","WE","SAB 5d  MS12 35 592 28,02341 0,00790 1,22370 0,89 WE"
"IQSstation","SAB","ABIE.BAL","5d","","MS22","36","636","22.23178","0.00819","1.31004","0.88","WE","SAB 5d  MS22 36 636 22,23178 0,00819 1,31004 0,88 WE"
"IQSstation","SAB","ABIE.BAL","5d","","RS22","29","500","21.46441","0.00828","1.25234","0.93","WE","SAB 5d  RS22 29 500 21,46441 0,00828 1,25234 0,93 WE"
"IQSstation","SAB","ABIE.BAL","5e","","MS20","28","416","47.26319","0.00390","1.08243","0.87","WE","SAB 5e  MS20 28 416 47,26319 0,00390 1,08243 0,87 WE"
"IQSstation","SAB","ABIE.BAL","5e","","RS20","28","377","34.18671","0.00600","1.03584","0.83","WE","SAB 5e  RS20 28 377 34,18671 0,00600 1,03584 0,83 WE"
"IQSstation","SAB","ABIE.BAL","5e","","RS25","31","454","35.96146","0.00537","1.08585","0.82","WE","SAB 5e  RS25 31 454 35,96146 0,00537 1,08585 0,82 WE"
"IQSstation","SAB","ABIE.BAL","5e","5eS","MS22","19","306","62.37646","0.00401","0.97206","0.88","WE","SAB 5e 5eS MS22 19 306 62,37646 0,00401 0,97206 0,88 WE"
"IQSstation","SAB","ABIE.BAL","5e","5eS","RS22","22","322","40.42308","0.00372","1.10261","0.92","WE","SAB 5e 5eS RS22 22 322 40,42308 0,00372 1,10261 0,92 WE"
"IQSstation","SAB","ABIE.BAL","5e","5eT","MS12","24","407","21.81749","0.00875","1.31818","0.96","WE","SAB 5e 5eT MS12 24 407 21,81749 0,00875 1,31818 0,96 WE"
"IQSstation","SAB","ABIE.BAL","5e","5eT","MS22","80","1221","38.20408","0.00580","1.10103","0.83","WE","SAB 5e 5eT MS22 80 1221 38,20408 0,00580 1,10103 0,83 WE"
"IQSstation","SAB","ABIE.BAL","5e","5eT","RS22","14","189","82.92360","0.00370","0.93185","0.89","WE","SAB 5e 5eT RS22 14 189 82,92360 0,00370 0,93185 0,89 WE"
"IQSstation","SAB","ABIE.BAL","5f","","RS22M","15","230","25.10435","0.01340","1.00424","0.95","WE","SAB 5f  RS22M 15 230 25,10435 0,01340 1,00424 0,95 WE"
"IQSstation","SAB","ABIE.BAL","5f","5fS","MS12","13","220","57.52283","0.00293","1.17250","0.64","WE","SAB 5f 5fS MS12 13 220 57,52283 0,00293 1,17250 0,64 WE"
"IQSstation","SAB","ABIE.BAL","5f","5fS","MS22","30","452","40.21611","0.00334","1.14307","0.91","WE","SAB 5f 5fS MS22 30 452 40,21611 0,00334 1,14307 0,91 WE"
"IQSstation","SAB","ABIE.BAL","5g","","MS22","40","677","29.07487","0.00662","1.18854","0.89","WE","SAB 5g  MS22 40 677 29,07487 0,00662 1,18854 0,89 WE"
"IQSstation","SAB","ABIE.BAL","5g","","RS20","19","274","22.15725","0.00604","1.22663","0.86","WE","SAB 5g  RS20 19 274 22,15725 0,00604 1,22663 0,86 WE"
"IQSstation","SAB","ABIE.BAL","5g","","RS21","15","192","26.14627","0.00649","1.14465","0.93","WE","SAB 5g  RS21 15 192 26,14627 0,00649 1,14465 0,93 WE"
"IQSstation","SAB","ABIE.BAL","5g","","RS22","37","589","20.75428","0.00433","1.31700","0.92","WE","SAB 5g  RS22 37 589 20,75428 0,00433 1,31700 0,92 WE"
"IQSstation","SAB","ABIE.BAL","5h","","MS13","35","606","35.27597","0.00804","1.09811","0.91","WE","SAB 5h  MS13 35 606 35,27597 0,00804 1,09811 0,91 WE"
"IQSstation","SAB","ABIE.BAL","5h","","MS23","39","645","34.14274","0.00593","1.13228","0.88","WE","SAB 5h  MS23 39 645 34,14274 0,00593 1,13228 0,88 WE"
"IQSstation","SAB","ABIE.BAL","5h","","MS26","22","384","30.89620","0.00575","1.19873","0.93","WE","SAB 5h  MS26 22 384 30,89620 0,00575 1,19873 0,93 WE"
"IQSstation","SAB","ABIE.BAL","5h","","RS13","22","396","63.08007","0.00265","1.13413","0.85","WE","SAB 5h  RS13 22 396 63,08007 0,00265 1,13413 0,85 WE"
"IQSstation","SAB","ABIE.BAL","5h","","RS23","20","304","45.61119","0.00479","1.05288","0.83","WE","SAB 5h  RS23 20 304 45,61119 0,00479 1,05288 0,83 WE"
"IQSstation","SAB","ABIE.BAL","5i","","MS23","29","447","29.36198","0.00721","1.10362","0.92","WE","SAB 5i  MS23 29 447 29,36198 0,00721 1,10362 0,92 WE"
"IQSstation","SAB","ABIE.BAL","5i","","MS26","26","396","38.76757","0.00595","1.07676","0.87","WE","SAB 5i  MS26 26 396 38,76757 0,00595 1,07676 0,87 WE"
"IQSstation","SAB","ABIE.BAL","5i","","MS43","23","267","15.03967","0.00561","1.22699","0.89","WE","SAB 5i  MS43 23 267 15,03967 0,00561 1,22699 0,89 WE"
"IQSstation","SAB","ABIE.BAL","5i","","RS23","15","245","130.65665","0.00244","0.91145","0.92","WE","SAB 5i  RS23 15 245 130,65665 0,00244 0,91145 0,92 WE"
"IQSstation","SAB","ABIE.BAL","5j","","RB52","24","358","30.61874","0.00206","1.27687","0.64","WE","SAB 5j  RB52 24 358 30,61874 0,00206 1,27687 0,64 WE"
"IQSstation","SAB","ABIE.BAL","5j","","RS23","23","300","46.58039","0.00373","1.02514","0.80","WE","SAB 5j  RS23 23 300 46,58039 0,00373 1,02514 0,80 WE"
"IQSstation","SAB","ABIE.BAL","6a","","RS22","15","250","38.42353","0.00608","1.17052","0.87","WE","SAB 6a  RS22 15 250 38,42353 0,00608 1,17052 0,87 WE"
